label,message,label_encoded,clean_message,tokens_text
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,0,im so in love with you im excited each day i spend with you you make me so happy,im love im excited day spend make happy
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,1,pls stop bootydelious f is inviting you to be her friend reply yes or no see her stop send stop frnd to,pls stop bootydelious f inviting friend reply yes see stop send stop frnd
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",1,bangbabes ur order is on the way u should receive a service msg download ur content if u do not goto wap bangb tv on ur mobile internetservice menu,bangbabes ur order way u receive service msg download ur content u goto wap bangb tv ur mobile internetservice menu
ham,I place all ur points on e cultures module already.,0,i place all ur points on e cultures module already,place ur points e cultures module already
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,1,urgent we are trying to contact you last weekends draw shows that you have won a prize guaranteed call claim code s valid hrs only,urgent trying contact last weekends draw shows prize guaranteed call claim code valid hrs
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",0,hi frnd which is best way to avoid missunderstding wit our beloved ones,hi frnd best way avoid missunderstding wit beloved ones
ham,Great escape. I fancy the bridge but needs her lager. See you tomo ,0,great escape i fancy the bridge but needs her lager see you tomo,great escape fancy bridge needs lager see tomo
ham,Yes :)it completely in out of form:)clark also utter waste.,0,yes it completely in out of formclark also utter waste,yes completely formclark also utter waste
ham,"Sir, I need AXIS BANK account no and bank address.",0,sir i need axis bank account no and bank address,sir need axis bank account bank address
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",0,hmmm thk sure got time to hop ard ya can go free abt muz call u to discuss liao,hmmm thk sure got time hop ard ya go free abt muz call u discuss liao
ham,What time you coming down later? ,0,what time you coming down later,time coming later
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",0,bloody hell cant believe you forgot my surname mr ill give u a clue its spanish and begins with m,bloody hell cant believe forgot surname mr ill give u clue spanish begins
ham,"Well, i'm gonna finish my bath now. Have a good...fine night.",0,well im gonna finish my bath now have a goodfine night,well im gonna finish bath goodfine night
ham,Let me know when you've got the money so carlos can make the call,0,let me know when youve got the money so carlos can make the call,let know youve got money carlos make call
ham,U still going to the mall?,0,u still going to the mall,u still going mall
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",0,turns out my friends are staying for the whole show and wont be back til ltgt so feel free to go ahead and smoke that ltgt worth,turns friends staying whole show wont back til ltgt feel free go ahead smoke ltgt worth
ham,Text her. If she doesnt reply let me know so i can have her log in,0,text her if she doesnt reply let me know so i can have her log in,text doesnt reply let know log
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,0,hi you just spoke to maneesha v wed like to know if you were satisfied with the experience reply toll free with yes or no,hi spoke maneesha v wed like know satisfied experience reply toll free yes
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,0,you lifted my hopes with the offer of money i am in need especially when the end of the month approaches and it hurts my studying anyways have a gr weekend,lifted hopes offer money need especially end month approaches hurts studying anyways gr weekend
ham,Lol no. U can trust me.,0,lol no u can trust me,lol u trust
ham,ok. I am a gentleman and will treat you with dignity and respect.,0,ok i am a gentleman and will treat you with dignity and respect,ok gentleman treat dignity respect
ham,"He will, you guys close?",0,he will you guys close,guys close
ham,Going on nothing great.bye,0,going on nothing greatbye,going nothing greatbye
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,0,hello handsome are you finding that job not being lazy working towards getting back that net for mummy wheres my boytoy now does he miss me,hello handsome finding job lazy working towards getting back net mummy wheres boytoy miss
ham,"Haha awesome, be there in a minute",0,haha awesome be there in a minute,haha awesome minute
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,1,please call our customer service representative on freephone between ampm as you have won a guaranteed cash or prize,please call customer service representative freephone ampm guaranteed cash prize
ham,Have you got Xmas radio times. If not i will get it now,0,have you got xmas radio times if not i will get it now,got xmas radio times get
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,0,i jus reached home i go bathe first but my sis using net tell u when she finishes k,jus reached home go bathe first sis using net tell u finishes k
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,1,are you unique enough find out from th august,unique enough find th august
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,0,im sorry ive joined the league of people that dont keep in touch you mean a great deal to me you have been a friend at all times even at great personal cost do have a great week,im sorry ive joined league people dont keep touch mean great deal friend times even great personal cost great week
ham,Hi :)finally i completed the course:),0,hi finally i completed the course,hi finally completed course
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,0,it will stop on itself i however suggest she stays with someone that will be able to give ors for every stool,stop however suggest stays someone able give ors every stool
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,0,how are you doing hope youve settled in for the new school year just wishin you a gr day,hope youve settled new school year wishin gr day
ham,Gud mrng dear hav a nice day,0,gud mrng dear hav a nice day,gud mrng dear hav nice day
ham,Did u got that persons story,0,did u got that persons story,u got persons story
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,0,is your hamster dead hey so tmr i meet you at pm orchard mrt,hamster dead hey tmr meet pm orchard mrt
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,0,hi its kate how is your evening i hope i can see you tomorrow for a bit but i have to bloody babyjontet txt back if u can xxx,hi kate evening hope see tomorrow bit bloody babyjontet txt back u xxx
